BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Broker A,Townhouse,402066,2,3,691,648 Main St,NY,648 Main St,County B,City A,District B,Oak Ave,Property 648,"648 Main St, City A, CA",37.790738070944876,-122.35508077680642
Broker B,Single Family,667201,5,3,2486,649 Main St,TX,649 Main St,County A,City B,District B,Main St,Property 649,"649 Main St, City A, CA",38.33271012573544,-122.01702946045862
Broker C,Townhouse,459177,5,4,4123,650 Main St,NY,650 Main St,County A,City B,District A,Oak Ave,Property 650,"650 Main St, City A, CA",38.154361380593464,-122.39594097827884
Broker C,Condo,466936,2,1,2685,651 Main St,FL,651 Main St,County C,City C,District A,Pine Blvd,Property 651,"651 Main St, City A, CA",38.28144999990855,-122.08998334262556
Broker A,Single Family,350497,4,1,4940,652 Main St,TX,652 Main St,County B,City A,District C,Pine Blvd,Property 652,"652 Main St, City A, CA",38.33773023721461,-121.88253178202939
Broker B,Townhouse,543057,5,4,1508,653 Main St,TX,653 Main St,County A,City A,District C,Pine Blvd,Property 653,"653 Main St, City A, CA",38.08826769445728,-121.50860506949005
Broker C,Single Family,801692,3,2,4283,654 Main St,WA,654 Main St,County B,City C,District C,Main St,Property 654,"654 Main St, City A, CA",38.07000886018429,-121.57284567753459
Broker C,Condo,585278,4,3,4798,655 Main St,TX,655 Main St,County B,City B,District C,Pine Blvd,Property 655,"655 Main St, City A, CA",38.508301849334906,-122.29190027332801
Broker B,Condo,256104,2,3,4787,656 Main St,NY,656 Main St,County A,City C,District A,Pine Blvd,Property 656,"656 Main St, City A, CA",38.64617698812116,-122.3263696252591
Broker B,Townhouse,793206,4,3,2552,657 Main St,WA,657 Main St,County C,City A,District A,Oak Ave,Property 657,"657 Main St, City A, CA",37.96748163245853,-121.83013266124333
Broker C,Condo,814834,1,2,3808,658 Main St,TX,658 Main St,County B,City C,District A,Oak Ave,Property 658,"658 Main St, City A, CA",37.87251876053515,-121.88728202754122
Broker C,Single Family,144936,1,3,2216,659 Main St,TX,659 Main St,County A,City A,District B,Pine Blvd,Property 659,"659 Main St, City A, CA",38.67269580639203,-122.15302235856997
Broker B,Condo,785154,5,3,810,660 Main St,FL,660 Main St,County B,City B,District B,Pine Blvd,Property 660,"660 Main St, City A, CA",38.1247954636474,-121.51994691544616
Broker C,Single Family,816948,5,4,1760,661 Main St,TX,661 Main St,County C,City A,District C,Main St,Property 661,"661 Main St, City A, CA",38.32621739066282,-121.49203359053844
Broker A,Single Family,302056,3,2,4432,662 Main St,CA,662 Main St,County C,City B,District B,Main St,Property 662,"662 Main St, City A, CA",38.134443144520006,-122.01678856165984
Broker A,Condo,325469,4,1,3768,663 Main St,WA,663 Main St,County C,City B,District A,Pine Blvd,Property 663,"663 Main St, City A, CA",37.90070233634605,-121.52909744288648
Broker B,Townhouse,128141,1,4,1084,664 Main St,CA,664 Main St,County A,City A,District C,Oak Ave,Property 664,"664 Main St, City A, CA",38.36423164494773,-122.03545110573702
Broker B,Condo,237478,5,4,3299,665 Main St,WA,665 Main St,County A,City A,District C,Pine Blvd,Property 665,"665 Main St, City A, CA",38.30004085176963,-121.6825831681703
Broker B,Single Family,197359,4,1,859,666 Main St,FL,666 Main St,County C,City B,District B,Main St,Property 666,"666 Main St, City A, CA",37.9778935591912,-121.94345778245227
Broker A,Single Family,254363,5,4,3366,667 Main St,TX,667 Main St,County A,City C,District C,Oak Ave,Property 667,"667 Main St, City A, CA",38.22676904465228,-122.2968168434928
Broker C,Condo,665856,5,2,2511,668 Main St,TX,668 Main St,County C,City A,District B,Oak Ave,Property 668,"668 Main St, City A, CA",38.57184750401565,-121.49146579876297
Broker A,Townhouse,721827,1,3,4506,669 Main St,TX,669 Main St,County A,City B,District B,Main St,Property 669,"669 Main St, City A, CA",38.3653261031079,-121.96530340662245
Broker C,Townhouse,671139,1,2,2125,670 Main St,WA,670 Main St,County C,City B,District C,Pine Blvd,Property 670,"670 Main St, City A, CA",37.871817327067,-121.68491295967759
Broker A,Single Family,593158,5,1,3264,671 Main St,TX,671 Main St,County B,City C,District B,Pine Blvd,Property 671,"671 Main St, City A, CA",38.32292149722914,-122.0522261855687
Broker C,Single Family,679111,2,1,1390,672 Main St,CA,672 Main St,County C,City A,District B,Pine Blvd,Property 672,"672 Main St, City A, CA",38.47763829928959,-122.40051912142376
Broker A,Townhouse,123312,5,4,1231,673 Main St,TX,673 Main St,County C,City B,District B,Main St,Property 673,"673 Main St, City A, CA",38.56760340578075,-122.31886964130815
Broker B,Condo,527387,5,2,4461,674 Main St,FL,674 Main St,County A,City C,District B,Oak Ave,Property 674,"674 Main St, City A, CA",38.40401757863427,-121.92318052051007
Broker A,Single Family,534995,3,2,3004,675 Main St,CA,675 Main St,County A,City B,District C,Main St,Property 675,"675 Main St, City A, CA",37.927558164540784,-121.72943564287364
Broker C,Single Family,824188,3,1,1114,676 Main St,TX,676 Main St,County A,City A,District A,Pine Blvd,Property 676,"676 Main St, City A, CA",38.48507326659016,-122.08466467342072
Broker A,Townhouse,600531,3,2,4306,677 Main St,TX,677 Main St,County A,City C,District A,Main St,Property 677,"677 Main St, City A, CA",38.45224184608152,-121.72391154082234
Broker A,Condo,985155,2,1,2219,678 Main St,NY,678 Main St,County A,City B,District B,Oak Ave,Property 678,"678 Main St, City A, CA",37.79932688294063,-121.72076441056804
Broker A,Townhouse,898843,2,2,2087,679 Main St,WA,679 Main St,County A,City C,District B,Main St,Property 679,"679 Main St, City A, CA",38.18664766759024,-121.71546409267216
Broker B,Condo,596037,5,2,2111,680 Main St,CA,680 Main St,County B,City A,District B,Pine Blvd,Property 680,"680 Main St, City A, CA",38.10785024696238,-121.92687814597949
Broker A,Condo,349062,3,2,1396,681 Main St,NY,681 Main St,County C,City C,District A,Oak Ave,Property 681,"681 Main St, City A, CA",38.444312064253644,-121.50451384987849
Broker B,Condo,943441,2,1,777,682 Main St,FL,682 Main St,County C,City A,District B,Main St,Property 682,"682 Main St, City A, CA",37.991035812310926,-121.93020348201938
Broker B,Single Family,508638,1,4,2136,683 Main St,WA,683 Main St,County C,City B,District C,Main St,Property 683,"683 Main St, City A, CA",38.36577192297426,-121.96913480650336
Broker A,Townhouse,535684,5,2,2658,684 Main St,CA,684 Main St,County B,City A,District C,Oak Ave,Property 684,"684 Main St, City A, CA",38.68810596181417,-122.22001918098937
Broker A,Townhouse,656659,4,1,2932,685 Main St,TX,685 Main St,County C,City B,District C,Oak Ave,Property 685,"685 Main St, City A, CA",38.57270237220861,-122.11174491264366
Broker A,Condo,157022,5,1,4404,686 Main St,CA,686 Main St,County B,City B,District A,Pine Blvd,Property 686,"686 Main St, City A, CA",38.696357736216534,-122.37706550748169
Broker C,Single Family,433373,4,2,3762,687 Main St,TX,687 Main St,County B,City A,District B,Oak Ave,Property 687,"687 Main St, City A, CA",38.75340596693269,-121.78586470638382
Broker A,Single Family,199071,3,2,1949,688 Main St,WA,688 Main St,County B,City B,District B,Pine Blvd,Property 688,"688 Main St, City A, CA",37.78557012700617,-122.1708642560729
Broker B,Townhouse,282268,4,4,1732,689 Main St,TX,689 Main St,County C,City C,District B,Main St,Property 689,"689 Main St, City A, CA",38.39764127637748,-122.11524474551453
Broker A,Single Family,458918,3,1,4617,690 Main St,FL,690 Main St,County B,City B,District A,Pine Blvd,Property 690,"690 Main St, City A, CA",38.18773939775891,-121.64858547833568
Broker C,Single Family,589626,1,1,1177,691 Main St,TX,691 Main St,County C,City A,District A,Main St,Property 691,"691 Main St, City A, CA",38.634754490335126,-122.09217881683854
Broker A,Condo,388859,4,3,3158,692 Main St,FL,692 Main St,County C,City C,District A,Oak Ave,Property 692,"692 Main St, City A, CA",38.02671470200914,-122.17720410798685
Broker C,Single Family,914037,5,1,2528,693 Main St,WA,693 Main St,County A,City C,District A,Main St,Property 693,"693 Main St, City A, CA",38.755929489115076,-122.2503422508663
Broker C,Condo,724141,3,4,4258,694 Main St,WA,694 Main St,County A,City B,District C,Oak Ave,Property 694,"694 Main St, City A, CA",38.38860796954375,-121.64454159781803
Broker A,Townhouse,655462,5,3,2537,695 Main St,CA,695 Main St,County B,City B,District A,Main St,Property 695,"695 Main St, City A, CA",38.56843740222883,-122.28969374200997
Broker B,Single Family,597660,2,3,3149,696 Main St,FL,696 Main St,County B,City A,District A,Main St,Property 696,"696 Main St, City A, CA",37.86049955282277,-121.96564623974965
Broker C,Townhouse,176373,3,3,1156,697 Main St,FL,697 Main St,County C,City C,District A,Main St,Property 697,"697 Main St, City A, CA",37.95835788475887,-121.9124698839228
Broker A,Townhouse,955684,4,2,665,698 Main St,NY,698 Main St,County B,City A,District B,Main St,Property 698,"698 Main St, City A, CA",38.533303673034204,-121.73201008731428
Broker A,Single Family,293021,3,2,1089,699 Main St,NY,699 Main St,County B,City B,District B,Pine Blvd,Property 699,"699 Main St, City A, CA",37.79688652203932,-121.786116517667
Broker B,Single Family,293718,5,1,3321,700 Main St,NY,700 Main St,County C,City C,District B,Main St,Property 700,"700 Main St, City A, CA",38.591777985893785,-121.60867932705482
Broker C,Townhouse,694305,1,3,4758,701 Main St,TX,701 Main St,County B,City A,District C,Pine Blvd,Property 701,"701 Main St, City A, CA",37.78884901869191,-122.37464856607376
Broker C,Single Family,163037,3,4,1762,702 Main St,NY,702 Main St,County B,City A,District C,Oak Ave,Property 702,"702 Main St, City A, CA",38.43201883906128,-122.1229592752206
Broker A,Condo,714106,4,2,571,703 Main St,FL,703 Main St,County C,City A,District A,Oak Ave,Property 703,"703 Main St, City A, CA",38.13999392023181,-122.13926588122462
Broker A,Condo,630836,2,4,4016,704 Main St,TX,704 Main St,County C,City A,District B,Pine Blvd,Property 704,"704 Main St, City A, CA",38.3863948527192,-122.27338309440789
Broker B,Single Family,741269,1,4,4080,705 Main St,WA,705 Main St,County A,City A,District C,Oak Ave,Property 705,"705 Main St, City A, CA",38.470931406989116,-122.13022174614355
Broker B,Townhouse,334213,2,2,768,706 Main St,CA,706 Main St,County C,City C,District B,Oak Ave,Property 706,"706 Main St, City A, CA",38.11737521918631,-122.10963468585709
Broker C,Single Family,304366,3,2,2276,707 Main St,NY,707 Main St,County A,City A,District C,Main St,Property 707,"707 Main St, City A, CA",37.882862448110835,-121.89751553807251
Broker C,Single Family,602420,5,2,2962,708 Main St,WA,708 Main St,County B,City C,District C,Main St,Property 708,"708 Main St, City A, CA",37.844545867748266,-121.75569552107373
Broker A,Townhouse,254249,5,2,1768,709 Main St,FL,709 Main St,County C,City A,District A,Main St,Property 709,"709 Main St, City A, CA",38.36383602256255,-122.03829948638818
Broker C,Townhouse,386166,4,3,1515,710 Main St,CA,710 Main St,County C,City B,District A,Pine Blvd,Property 710,"710 Main St, City A, CA",38.295555353734116,-121.69992976868662
Broker B,Condo,730585,5,3,3222,711 Main St,WA,711 Main St,County C,City B,District C,Pine Blvd,Property 711,"711 Main St, City A, CA",38.517101009121134,-122.08323466142042
Broker B,Townhouse,760902,1,3,1583,712 Main St,CA,712 Main St,County B,City A,District A,Oak Ave,Property 712,"712 Main St, City A, CA",38.28463551000394,-122.12911632268523
Broker A,Condo,322084,5,3,4601,713 Main St,NY,713 Main St,County A,City B,District C,Main St,Property 713,"713 Main St, City A, CA",38.19734579003088,-121.87821194414298
Broker B,Townhouse,589536,4,1,906,714 Main St,FL,714 Main St,County B,City C,District C,Pine Blvd,Property 714,"714 Main St, City A, CA",38.172987178236234,-122.39568363969421
Broker B,Single Family,160428,3,3,3576,715 Main St,CA,715 Main St,County B,City A,District B,Pine Blvd,Property 715,"715 Main St, City A, CA",37.80134690259767,-122.339610876366
Broker B,Condo,778100,3,2,1485,716 Main St,WA,716 Main St,County C,City C,District A,Main St,Property 716,"716 Main St, City A, CA",38.11045720169666,-122.00143045641347
Broker B,Condo,421497,5,4,4103,717 Main St,NY,717 Main St,County A,City A,District A,Pine Blvd,Property 717,"717 Main St, City A, CA",38.7509201575245,-121.47648728860824
Broker A,Condo,737420,2,3,4985,718 Main St,NY,718 Main St,County B,City B,District A,Main St,Property 718,"718 Main St, City A, CA",38.64845557622709,-121.69788822015657
Broker A,Single Family,287604,3,1,1209,719 Main St,WA,719 Main St,County C,City C,District B,Oak Ave,Property 719,"719 Main St, City A, CA",38.10427806703422,-122.33127343049944
Broker C,Single Family,640340,5,2,3118,720 Main St,WA,720 Main St,County B,City B,District B,Oak Ave,Property 720,"720 Main St, City A, CA",38.362695405066376,-121.57308198721913
Broker B,Single Family,200689,4,4,1911,721 Main St,CA,721 Main St,County B,City B,District B,Oak Ave,Property 721,"721 Main St, City A, CA",38.6221967455355,-121.68709922939182
Broker C,Single Family,802436,5,4,1985,722 Main St,TX,722 Main St,County C,City A,District A,Main St,Property 722,"722 Main St, City A, CA",38.21617433675007,-121.80845347429734
Broker A,Single Family,546636,3,3,3450,723 Main St,NY,723 Main St,County C,City C,District A,Pine Blvd,Property 723,"723 Main St, City A, CA",37.79285786375015,-121.59910703939082
Broker A,Condo,756031,4,4,3434,724 Main St,CA,724 Main St,County A,City B,District A,Oak Ave,Property 724,"724 Main St, City A, CA",37.84941046181864,-122.01529015225704
Broker A,Single Family,362307,5,3,4614,725 Main St,WA,725 Main St,County B,City A,District B,Oak Ave,Property 725,"725 Main St, City A, CA",38.28529272134871,-122.19789894914614
Broker A,Condo,403568,1,3,1503,726 Main St,CA,726 Main St,County C,City A,District B,Oak Ave,Property 726,"726 Main St, City A, CA",38.74433937567588,-121.90737661089123
Broker A,Single Family,602754,4,2,2966,727 Main St,WA,727 Main St,County C,City A,District C,Pine Blvd,Property 727,"727 Main St, City A, CA",38.46810954221887,-121.87055824440652
Broker A,Townhouse,563547,1,2,2966,728 Main St,FL,728 Main St,County A,City B,District B,Pine Blvd,Property 728,"728 Main St, City A, CA",37.84581619143857,-121.88107362799009
Broker A,Condo,503850,2,1,2438,729 Main St,WA,729 Main St,County A,City A,District C,Main St,Property 729,"729 Main St, City A, CA",37.964260875791865,-121.8543262085199
Broker B,Townhouse,235870,4,2,2439,730 Main St,WA,730 Main St,County C,City C,District A,Oak Ave,Property 730,"730 Main St, City A, CA",38.54622314321685,-121.47069508176081
Broker C,Condo,384564,1,2,2135,731 Main St,WA,731 Main St,County A,City C,District B,Pine Blvd,Property 731,"731 Main St, City A, CA",38.61633975995625,-121.51715437690376
Broker A,Townhouse,610259,3,3,2198,732 Main St,TX,732 Main St,County C,City B,District A,Main St,Property 732,"732 Main St, City A, CA",38.392594586188594,-121.54368296344106
Broker B,Single Family,744863,3,2,2591,733 Main St,WA,733 Main St,County B,City C,District A,Oak Ave,Property 733,"733 Main St, City A, CA",38.41932316962982,-121.61798318909136
Broker B,Single Family,882518,2,3,2395,734 Main St,NY,734 Main St,County A,City A,District A,Pine Blvd,Property 734,"734 Main St, City A, CA",37.803237450383385,-121.4759718927347
Broker C,Single Family,391444,4,3,4740,735 Main St,NY,735 Main St,County B,City B,District A,Pine Blvd,Property 735,"735 Main St, City A, CA",38.60343025958151,-122.32090535832059
Broker A,Condo,976313,4,2,3898,736 Main St,CA,736 Main St,County B,City A,District B,Main St,Property 736,"736 Main St, City A, CA",38.56317520817083,-122.15427673855426
Broker C,Townhouse,110749,4,1,1573,737 Main St,TX,737 Main St,County B,City B,District A,Oak Ave,Property 737,"737 Main St, City A, CA",38.03393514410335,-121.92434405434541
Broker A,Single Family,728419,2,1,2902,738 Main St,CA,738 Main St,County C,City B,District C,Oak Ave,Property 738,"738 Main St, City A, CA",38.48357671996551,-121.5728655068766
Broker B,Townhouse,780481,4,4,3712,739 Main St,NY,739 Main St,County B,City A,District B,Pine Blvd,Property 739,"739 Main St, City A, CA",37.989754606425,-121.91423428847726
Broker B,Townhouse,399631,3,4,4537,740 Main St,NY,740 Main St,County B,City C,District A,Oak Ave,Property 740,"740 Main St, City A, CA",37.81523016105152,-121.6713652606584
Broker B,Single Family,325019,1,2,1651,741 Main St,FL,741 Main St,County B,City C,District B,Main St,Property 741,"741 Main St, City A, CA",37.97603654259038,-122.28044009475109
Broker B,Single Family,526577,3,1,2945,742 Main St,WA,742 Main St,County C,City B,District C,Pine Blvd,Property 742,"742 Main St, City A, CA",37.953528876754305,-122.16698618702344
Broker C,Townhouse,907655,3,3,2456,743 Main St,NY,743 Main St,County B,City A,District A,Pine Blvd,Property 743,"743 Main St, City A, CA",38.11264799673485,-121.68762390496232
Broker A,Single Family,697218,1,4,4407,744 Main St,CA,744 Main St,County B,City A,District C,Main St,Property 744,"744 Main St, City A, CA",38.19334949717546,-122.25466599111228
Broker A,Single Family,769416,3,3,1307,745 Main St,CA,745 Main St,County A,City B,District A,Pine Blvd,Property 745,"745 Main St, City A, CA",38.28343889149771,-122.06804406534506
Broker C,Single Family,390524,2,4,686,746 Main St,WA,746 Main St,County C,City C,District C,Oak Ave,Property 746,"746 Main St, City A, CA",38.25165387550833,-122.15453374218643
Broker A,Condo,912467,1,2,1807,747 Main St,WA,747 Main St,County B,City A,District A,Oak Ave,Property 747,"747 Main St, City A, CA",38.04557460596529,-122.06953830577751
Broker B,Townhouse,917052,3,1,2784,748 Main St,FL,748 Main St,County A,City C,District B,Pine Blvd,Property 748,"748 Main St, City A, CA",37.80407066857408,-121.71107595092202
Broker A,Townhouse,356553,5,4,1257,749 Main St,TX,749 Main St,County C,City C,District A,Main St,Property 749,"749 Main St, City A, CA",38.38000162223715,-122.05155281885719
Broker B,Condo,548532,3,1,4731,750 Main St,CA,750 Main St,County C,City B,District B,Main St,Property 750,"750 Main St, City A, CA",38.170644829847355,-121.86413667739205
Broker C,Townhouse,819401,2,3,4354,751 Main St,WA,751 Main St,County C,City B,District A,Oak Ave,Property 751,"751 Main St, City A, CA",38.07357215738755,-122.31946812294558
Broker A,Single Family,479504,4,2,4766,752 Main St,CA,752 Main St,County C,City C,District A,Main St,Property 752,"752 Main St, City A, CA",38.641841042830514,-121.61438230676536
Broker C,Townhouse,153352,3,1,2706,753 Main St,WA,753 Main St,County C,City A,District C,Pine Blvd,Property 753,"753 Main St, City A, CA",38.521643307798165,-122.04951137435187
Broker A,Single Family,524127,4,2,4058,754 Main St,NY,754 Main St,County C,City A,District C,Pine Blvd,Property 754,"754 Main St, City A, CA",38.632665548372444,-121.77086584096665
Broker B,Condo,263856,5,1,2080,755 Main St,CA,755 Main St,County B,City B,District C,Oak Ave,Property 755,"755 Main St, City A, CA",38.269882794712466,-121.69401039833816
Broker C,Single Family,103191,3,3,1461,756 Main St,NY,756 Main St,County B,City C,District A,Oak Ave,Property 756,"756 Main St, City A, CA",37.90583125212678,-122.2097390778883
Broker A,Townhouse,976968,1,3,4347,757 Main St,CA,757 Main St,County B,City A,District A,Oak Ave,Property 757,"757 Main St, City A, CA",38.47112143612127,-121.53472501504665
Broker B,Townhouse,728864,4,2,4075,758 Main St,TX,758 Main St,County B,City A,District A,Main St,Property 758,"758 Main St, City A, CA",37.98097377993718,-121.80317574839304
Broker C,Townhouse,295713,5,3,1375,759 Main St,FL,759 Main St,County A,City B,District B,Pine Blvd,Property 759,"759 Main St, City A, CA",38.21612966909172,-121.99067485824851
Broker C,Condo,542939,1,4,2918,760 Main St,NY,760 Main St,County B,City C,District B,Pine Blvd,Property 760,"760 Main St, City A, CA",37.83990078894889,-122.23706481642178
Broker A,Condo,103631,1,1,4698,761 Main St,WA,761 Main St,County C,City A,District A,Pine Blvd,Property 761,"761 Main St, City A, CA",38.600208402422986,-121.47709906209879
Broker A,Townhouse,237244,1,3,1501,762 Main St,TX,762 Main St,County B,City B,District C,Oak Ave,Property 762,"762 Main St, City A, CA",37.9008406410475,-121.66433179586836
Broker A,Single Family,404224,1,4,3884,763 Main St,CA,763 Main St,County B,City A,District C,Pine Blvd,Property 763,"763 Main St, City A, CA",38.67799750704931,-122.21137543726675
Broker B,Condo,320169,3,2,4566,764 Main St,NY,764 Main St,County C,City A,District C,Main St,Property 764,"764 Main St, City A, CA",38.63913060226156,-122.08168922527577
Broker A,Townhouse,714641,3,4,3345,765 Main St,CA,765 Main St,County B,City A,District A,Main St,Property 765,"765 Main St, City A, CA",38.239482764439245,-121.60972574191192
Broker C,Townhouse,513497,3,2,1981,766 Main St,CA,766 Main St,County B,City B,District C,Pine Blvd,Property 766,"766 Main St, City A, CA",38.51926820430399,-121.72372233678466
Broker C,Condo,652959,5,2,3801,767 Main St,CA,767 Main St,County B,City C,District A,Oak Ave,Property 767,"767 Main St, City A, CA",38.39434507381816,-121.65361570728427
Broker A,Condo,747099,5,1,1157,768 Main St,FL,768 Main St,County A,City B,District B,Pine Blvd,Property 768,"768 Main St, City A, CA",38.57797564233775,-121.97819889778707
Broker A,Condo,806791,5,1,3280,769 Main St,FL,769 Main St,County B,City C,District C,Main St,Property 769,"769 Main St, City A, CA",38.20670510078592,-121.70292373735784
Broker C,Single Family,321972,2,4,922,770 Main St,WA,770 Main St,County C,City A,District B,Main St,Property 770,"770 Main St, City A, CA",38.56070848424435,-122.03290627713608
Broker B,Single Family,877499,5,1,4181,771 Main St,NY,771 Main St,County C,City C,District C,Main St,Property 771,"771 Main St, City A, CA",38.23735681706515,-122.2081370830618
Broker A,Townhouse,489878,3,1,4766,772 Main St,TX,772 Main St,County B,City A,District A,Pine Blvd,Property 772,"772 Main St, City A, CA",38.715865787842795,-121.78672296515863
Broker A,Condo,848321,3,1,3210,773 Main St,TX,773 Main St,County B,City A,District A,Main St,Property 773,"773 Main St, City A, CA",38.26127210082515,-121.4433860744012
Broker C,Single Family,608679,2,4,952,774 Main St,TX,774 Main St,County B,City B,District A,Oak Ave,Property 774,"774 Main St, City A, CA",38.237519271933735,-122.10879902860466
Broker A,Condo,521818,2,3,2897,775 Main St,CA,775 Main St,County C,City A,District A,Pine Blvd,Property 775,"775 Main St, City A, CA",38.55997186156352,-121.95843040778746
Broker B,Townhouse,844149,5,1,2475,776 Main St,FL,776 Main St,County C,City B,District C,Pine Blvd,Property 776,"776 Main St, City A, CA",38.59647769176084,-121.74539862893015
Broker C,Single Family,937831,4,1,2157,777 Main St,NY,777 Main St,County A,City C,District B,Main St,Property 777,"777 Main St, City A, CA",38.329389114321174,-121.87789371787751
Broker A,Single Family,778832,2,4,3041,778 Main St,CA,778 Main St,County A,City C,District A,Main St,Property 778,"778 Main St, City A, CA",37.95469781349508,-121.57597220429095
Broker C,Single Family,804590,1,3,3575,779 Main St,FL,779 Main St,County A,City A,District C,Oak Ave,Property 779,"779 Main St, City A, CA",38.24265823095758,-121.65765729353048
Broker A,Townhouse,107099,3,1,3664,780 Main St,FL,780 Main St,County C,City B,District B,Pine Blvd,Property 780,"780 Main St, City A, CA",38.74297250290968,-122.36110279613764
Broker A,Condo,873974,1,2,3466,781 Main St,NY,781 Main St,County A,City A,District A,Main St,Property 781,"781 Main St, City A, CA",38.52788619303919,-121.42097876607622
Broker A,Single Family,518647,3,4,2553,782 Main St,NY,782 Main St,County B,City B,District B,Oak Ave,Property 782,"782 Main St, City A, CA",38.586062603879135,-121.66699754628053
Broker B,Townhouse,680780,3,1,787,783 Main St,NY,783 Main St,County B,City B,District A,Main St,Property 783,"783 Main St, City A, CA",37.807725498819245,-121.55549668370588
Broker B,Condo,196722,2,1,3717,784 Main St,CA,784 Main St,County C,City B,District B,Pine Blvd,Property 784,"784 Main St, City A, CA",38.24275946263416,-121.76820228790464
Broker C,Townhouse,654399,2,2,4354,785 Main St,WA,785 Main St,County A,City C,District B,Main St,Property 785,"785 Main St, City A, CA",38.421521133657556,-121.56311487195323
Broker A,Condo,163936,1,2,1947,786 Main St,NY,786 Main St,County B,City B,District A,Pine Blvd,Property 786,"786 Main St, City A, CA",38.60493268362808,-122.30701702507129
Broker A,Townhouse,777974,3,4,1107,787 Main St,WA,787 Main St,County C,City C,District C,Main St,Property 787,"787 Main St, City A, CA",37.824173653582776,-122.07166216444068
Broker B,Condo,323332,1,4,2264,788 Main St,CA,788 Main St,County A,City B,District B,Pine Blvd,Property 788,"788 Main St, City A, CA",38.627338885641876,-121.54297905639551
Broker A,Single Family,825836,4,2,1725,789 Main St,WA,789 Main St,County B,City C,District A,Oak Ave,Property 789,"789 Main St, City A, CA",38.323300936741916,-122.2177447887331
Broker B,Condo,873319,1,4,1735,790 Main St,TX,790 Main St,County A,City C,District B,Pine Blvd,Property 790,"790 Main St, City A, CA",37.972213970576064,-122.34115790141998
Broker A,Townhouse,423064,5,2,1529,791 Main St,WA,791 Main St,County C,City C,District B,Oak Ave,Property 791,"791 Main St, City A, CA",38.092155216449704,-121.63128106005477
Broker C,Townhouse,587510,1,1,3171,792 Main St,NY,792 Main St,County A,City A,District C,Pine Blvd,Property 792,"792 Main St, City A, CA",38.05682955175156,-121.5839138443567
Broker A,Condo,163530,5,2,4462,793 Main St,CA,793 Main St,County C,City B,District B,Oak Ave,Property 793,"793 Main St, City A, CA",38.30575903428848,-122.25674778181009
Broker A,Single Family,529440,5,2,3677,794 Main St,NY,794 Main St,County A,City A,District B,Main St,Property 794,"794 Main St, City A, CA",37.82658567991113,-121.56505401721728
Broker B,Single Family,369932,5,3,4222,795 Main St,TX,795 Main St,County B,City B,District A,Pine Blvd,Property 795,"795 Main St, City A, CA",37.93343615849992,-121.73263220440283
Broker A,Condo,652370,4,2,1975,796 Main St,NY,796 Main St,County C,City B,District A,Main St,Property 796,"796 Main St, City A, CA",38.58759304337578,-121.89931731678341
Broker A,Condo,713858,1,2,3396,797 Main St,NY,797 Main St,County C,City A,District C,Oak Ave,Property 797,"797 Main St, City A, CA",37.90750399074681,-121.5891498072186
Broker B,Townhouse,725303,1,3,1308,798 Main St,NY,798 Main St,County C,City C,District B,Pine Blvd,Property 798,"798 Main St, City A, CA",38.00829626945813,-122.00015075068103
Broker C,Single Family,832176,4,4,1478,799 Main St,FL,799 Main St,County A,City B,District B,Pine Blvd,Property 799,"799 Main St, City A, CA",38.22827060560416,-122.2254060437766
Broker C,Condo,970020,3,3,2963,800 Main St,TX,800 Main St,County A,City C,District B,Main St,Property 800,"800 Main St, City A, CA",38.292020888113335,-122.13454732338938
Broker B,Single Family,247603,2,1,1225,801 Main St,NY,801 Main St,County B,City A,District C,Pine Blvd,Property 801,"801 Main St, City A, CA",38.53851047961416,-121.91423598170668
Broker B,Condo,974772,1,3,3001,802 Main St,NY,802 Main St,County C,City C,District B,Pine Blvd,Property 802,"802 Main St, City A, CA",38.22223242666619,-121.88806920732682
Broker B,Condo,718727,2,1,3862,803 Main St,NY,803 Main St,County C,City B,District A,Main St,Property 803,"803 Main St, City A, CA",38.56476462103554,-121.61381917355877
Broker B,Single Family,241214,4,4,1716,804 Main St,CA,804 Main St,County A,City B,District C,Pine Blvd,Property 804,"804 Main St, City A, CA",38.39324630704546,-121.62804727634766
Broker B,Condo,739341,3,3,4551,805 Main St,FL,805 Main St,County A,City B,District A,Main St,Property 805,"805 Main St, City A, CA",37.887999739423826,-121.83803344279542
Broker C,Condo,672643,3,3,2697,806 Main St,CA,806 Main St,County B,City A,District A,Main St,Property 806,"806 Main St, City A, CA",37.93123143839284,-121.63861451663452
Broker C,Townhouse,503082,3,4,3306,807 Main St,FL,807 Main St,County B,City B,District C,Main St,Property 807,"807 Main St, City A, CA",38.211933725449775,-122.22762654170633
Broker B,Condo,301139,4,1,1278,808 Main St,NY,808 Main St,County A,City A,District A,Main St,Property 808,"808 Main St, City A, CA",38.17178939308904,-122.3693354729067
Broker A,Condo,858994,5,3,1472,809 Main St,TX,809 Main St,County C,City C,District B,Main St,Property 809,"809 Main St, City A, CA",38.5184442696373,-121.5457661773653
